record id,save datetime,biohub author,possible biohub author,format biohub author,corresponding author,corresponding author institution,journal,doi,pmid,title,url,abstract,keyword,pdf url,version,version number,type,date,epost date,publish date,authors,authors2,affiliations list,author - affiliations,published or not,confirm published doi,confirm preprint doi,possible match result,match id,record change number
1,2023-01-19,Peter S Kim,,"Kim, Peter; Kim, Peter; Kim, Peter; Kim, Peter; Kim, Peter; Kim, Peter; Kim, Peter",,,Biochemistry,10.1021/acs.biochem.2c00241,35960597.0,Simplified Purification of Glycoprotein-Modified Ferritin Nanoparticles for Vaccine Development.,https://pubmed.ncbi.nlm.nih.gov/35960597,"Ferritin-based, self-assembling protein nanoparticle vaccines are being developed against a range of viral pathogens, including SARS-CoV-2, influenza, HIV-1, and Epstein-Barr virus. However, purification of these nanoparticles is often laborious and requires customization for each potential nanoparticle vaccine. We propose that the simple insertion of a polyhistidine tag into exposed flexible loops on the ferritin surface (His-Fer) can mitigate the need for complex purifications and enable facile metal-chelate-based purification, thereby allowing for optimization of early stage vaccine candidates. Using sequence homology and computational modeling, we identify four sites that can accommodate insertion of a polyhistidine tag and demonstrate purification of both hemagglutinin-modified and SARS-CoV-2 spike-modified ferritins, highlighting the generality of the approach. A site at the 4-fold axis of symmetry enables optimal purification of both protein nanoparticles. We demonstrate improved purification through modulating the polyhistidine length and optimizing both the metal cation and the resin type. Finally, we show that purified His-Fer proteins remain multimeric and elicit robust immune responses similar to those of their wild-type counterparts. Collectively, this work provides a simplified purification scheme for ferritin-based vaccines.",,,,,,2022-08-13,2022/08/12,2022/8/13,Payton Weidenbacher; Sriharshita Musunuri; Abigail E Powell; Shaogeng Tang; Jonathan Do; Mrinmoy Sanyal; Peter S Kim,,"Stanford ChEM-H, Stanford University, Stanford, California 94305, United States.; Department of Biochemistry, School of Medicine, Stanford University, Stanford, California 94305, United States.; Stanford ChEM-H, Stanford University, Stanford, California 94305, United States.; Department of Biochemistry, School of Medicine, Stanford University, Stanford, California 94305, United States.; Chan Zuckerberg Biohub, San Francisco, California 94158, United States.; Stanford ChEM-H, Stanford University, Stanford, California 94305, United States.; Department of Chemistry, Stanford University, Stanford, California 94305, United States.","Payton Weidenbacher: Stanford ChEM-H, Stanford University, Stanford, California 94305, United States.; Department of Chemistry, Stanford University, Stanford, California 94305, United States.Sriharshita Musunuri: Stanford ChEM-H, Stanford University, Stanford, California 94305, United States.; Department of Biochemistry, School of Medicine, Stanford University, Stanford, California 94305, United States.Abigail E Powell: Stanford ChEM-H, Stanford University, Stanford, California 94305, United States.; Department of Biochemistry, School of Medicine, Stanford University, Stanford, California 94305, United States.Shaogeng Tang: Stanford ChEM-H, Stanford University, Stanford, California 94305, United States.; Department of Biochemistry, School of Medicine, Stanford University, Stanford, California 94305, United States.Jonathan Do: Stanford ChEM-H, Stanford University, Stanford, California 94305, United States.; Department of Biochemistry, School of Medicine, Stanford University, Stanford, California 94305, United States.Mrinmoy Sanyal: Stanford ChEM-H, Stanford University, Stanford, California 94305, United States.; Department of Biochemistry, School of Medicine, Stanford University, Stanford, California 94305, United States.Peter S Kim: Stanford ChEM-H, Stanford University, Stanford, California 94305, United States.; Department of Biochemistry, School of Medicine, Stanford University, Stanford, California 94305, United States.; Chan Zuckerberg Biohub, San Francisco, California 94158, United States.",,,,,,0
2,2023-01-19,Polly M Fordyce,,"Sattely, Beth; Fordyce, Polly; Sattely, Beth; Fordyce, Polly; Sattely, Beth; Fordyce, Polly; Sattely, Beth; Fordyce, Polly; Sattely, Beth; Fordyce, Polly; Sattely, Beth; Fordyce, Polly; Sattely, Beth; Fordyce, Polly; Sattely, Beth; Fordyce, Polly; Sattely, Beth; Fordyce, Polly",,,Analytical chemistry,10.1021/acs.analchem.2c03475,36598332.0,Alleviating Cell Lysate-Induced Inhibition to Enable RT-PCR from Single Cells in Picoliter-Volume Double Emulsion Droplets.,https://pubmed.ncbi.nlm.nih.gov/36598332,"Microfluidic droplet assays enable single-cell polymerase chain reaction (PCR) and sequencing analyses at unprecedented scales, with most methods encapsulating cells within nanoliter-sized single emulsion droplets (water-in-oil). Encapsulating cells within picoliter double emulsion (DE) (water-in-oil-in-water) allows sorting droplets with commercially available fluorescence-activated cell sorter (FACS) machines, making it possible to isolate single cells based on phenotypes of interest for downstream analyses. However, sorting DE droplets with standard cytometers requires small droplets that can pass FACS nozzles. This poses challenges for molecular biology, as prior reports suggest that reverse transcription (RT) and PCR amplification cannot proceed efficiently at volumes below 1 nL due to cell lysate-induced inhibition. To overcome this limitation, we used a plate-based RT-PCR assay designed to mimic reactions in picoliter droplets to systematically quantify and ameliorate the inhibition. We find that RT-PCR is blocked by lysate-induced cleavage of nucleic acid probes and primers, which can be efficiently alleviated through heat lysis. We further show that the magnitude of inhibition depends on the cell type, but that RT-PCR can proceed in low-picoscale reaction volumes for most mouse and human cell lines tested. Finally, we demonstrate one-step RT-PCR from single cells in 20 pL DE droplets with fluorescence quantifiable via FACS. These results open up new avenues for improving picoscale droplet RT-PCR reactions and expanding microfluidic droplet-based single-cell analysis technologies.",,,,,,2023-01-05,2023/01/04,2023/1/5,Margarita Khariton; Conor J McClune; Kara K Brower; Sandy Klemm; Elizabeth S Sattely; Polly M Fordyce; Bo Wang,,"Department of Bioengineering, Stanford University, Stanford, California94305, United States.; Department of Bioengineering, Stanford University, Stanford, California94305, United States.; Department of Genetics, Stanford University, Stanford, California94305, United States.; ChEM-H Institute, Stanford University, Stanford, California94305, United States.; Chan Zuckerberg Biohub, San Francisco, California94110, United States.; Department of Chemical Engineering, Stanford University, Stanford, California94305, United States.; Howard Hughes Medical Institute, Stanford University, Stanford, California94305, United States.; Department of Genetics, Stanford University, Stanford, California94305, United States.","Margarita Khariton: Department of Bioengineering, Stanford University, Stanford, California94305, United States.Conor J McClune: Department of Chemical Engineering, Stanford University, Stanford, California94305, United States.; Howard Hughes Medical Institute, Stanford University, Stanford, California94305, United States.Kara K Brower: Department of Bioengineering, Stanford University, Stanford, California94305, United States.Sandy Klemm: Department of Genetics, Stanford University, Stanford, California94305, United States.Elizabeth S Sattely: Department of Chemical Engineering, Stanford University, Stanford, California94305, United States.; Howard Hughes Medical Institute, Stanford University, Stanford, California94305, United States.Polly M Fordyce: Department of Bioengineering, Stanford University, Stanford, California94305, United States.; Department of Genetics, Stanford University, Stanford, California94305, United States.; ChEM-H Institute, Stanford University, Stanford, California94305, United States.; Chan Zuckerberg Biohub, San Francisco, California94110, United States.Bo Wang: Department of Bioengineering, Stanford University, Stanford, California94305, United States.",,,,,,0
3,2023-01-19,Joshua Batson,,,Gytis Dudas,Vilnius University,bioRxiv,10.1101/2022.08.31.505987,,"Accumulated metagenomic studies reveal recent migration, whole genome evolution, and taxonomic incompleteness of orthomyxoviruses",http://www.biorxiv.org/content/10.1101/2022.08.31.505987v3,"Metagenomic studies have uncovered an abundance of novel viruses by looking beyond hosts of obvious public health or economic interest. The discovery of conserved genes in viruses infecting geographically and phylogenetically diverse hosts has provided important evolutionary context for human and animal pathogens. However, the resulting viral genomes are often incomplete, and analyses largely characterize the distribution of viruses over their dynamics. Here, we show how the accumulated data of metagenomic studies can be integrated to reveal geographic and evolutionary dynamics in a case study of Orthomyxoviridae, the family of RNA viruses containing influenza virus. First, we use sequences of the orthomyxovirid W[u]han mosquito virus 6 to track the global migrations of its host. We then look at overall orthomyxovirus genome evolution, finding significant gene gain and loss across members of the family, especially in the surface proteins responsible for cell and host tropism. We find that the surface protein of W[u]han mosquito virus 6 exhibits accelerated non-synonymous evolution suggestive of antigenic evolution, and an entire quaranjavirid group bearing highly diverged surface proteins. Finally we quantify the progress of orthomyxovirus discovery and forecast that many highly diverged Orthomyxoviridae members remain to be found. We argue that continued metagenomic studies will be fruitful for understanding the dynamics, evolution, ecology of viruses and their hosts, regardless of whether novel viruses are actually identified or not, as long as study designs allowing for the resolution of complete viral genomes are employed.",,,biorxiv;2022.08.31.505987,3,new results,2023-01-16,01/16/2023,,Gytis Dudas; Joshua Batson,"Dudas, G.; Batson, J.","Institute of Biotechnology, Life Sciences Centre at Vilnius University; Chan Zuckerberg Biohub","Gytis Dudas, Institute of Biotechnology, Life Sciences Centre at Vilnius University], [Joshua Batson, Chan Zuckerberg Biohub",NA,,,,,0
4,2023-01-19,Duo Peng,,,Alejandro Matia,INIA-CSIC & CZ Biohub,bioRxiv,10.1101/2023.01.12.523725,,MaGplotR: a software for the analysis and visualization of multiple MaGeCK screen datasets through aggregation,http://www.biorxiv.org/content/10.1101/2023.01.12.523725v1,"MotivationMaGplotR analyzes multiple CRISPR screen datasets, identifies common hits, couples the hits to enrichment analysis and cluster plots, and produces publication-level plots. Output plots give information on the quality control of the screen data (e.g., sgRNA distribution) and show the best hits by aggregation from multiple screen experiments. To maximize comparability, rank is used to identify common hits. MaGplotR can also be used to analyze experiments where a control condition is used for multiple treatment conditions. MaGplotR is easy to use, with even just one argument.

Availability and implementationMaGplotR is open-source code under MIT license. It is available at https://github.com/alematia/MaGplotR.

Contactalejandro.matia@inia.csic.es",,,biorxiv;2023.01.12.523725,1,new results,2023-01-16,01/16/2023,,Alejandro Matía; Maria M. Lorenzo; Duo Peng,"Matia, A.; Lorenzo, M. M.; Peng, D.","Department of Biotechnology, Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria – Consejo Superior de Investigaciones Científicas (INIA-CSIC); Chan Zuckerberg Biohub; Department of Biotechnology, Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria – Consejo Superior de Investigaciones Científicas (INIA-CSIC); Chan Zuckerberg Biohub","Alejandro Matía, Department of Biotechnology, Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria – Consejo Superior de Investigaciones Científicas (INIA-CSIC), Chan Zuckerberg Biohub], [Maria M. Lorenzo, Department of Biotechnology, Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria – Consejo Superior de Investigaciones Científicas (INIA-CSIC)], [Duo Peng, Chan Zuckerberg Biohub",NA,,,,,0
5,2023-01-19,,,,May Chu,Colorado School of Public Health,medRxiv,10.1101/2023.01.17.23284659,,Specimen sharing for epidemic preparedness: building a local-to-global virtual biorepository framework,http://medrxiv.org/content/early/2023/01/18/2023.01.17.23284659,"We present a framework for a federated, virtual biorepository system (VBS) with locally collected and managed specimens, as a  global goods model based on principles of equitable access and benefit sharing. The VBS is intended to facilitate timely access to biological specimens and associated data for outbreak-prone infectious diseases to accelerate the development and evaluation of diagnostics, assess vaccine efficacy, and to support surveillance and research needs. The VBS is aimed to be aligned with the WHO BioHub and other specimen sharing efforts as a force multiplier to meet the needs of strengthening global tools for countering epidemics. The purpose of our initial research is to lay the basis of the collaboration, management and principles of equitable sharing focused on low- and middle-income country partners. Here we report on surveys and interviews undertaken with biorepository-interested parties to better understand needs and barriers for specimen access and share examples from the ZIKAlliance partnership on the governance and operations of locally organized biorepositories.",,,medrxiv;2023.01.17.23284659,1,PUBLISHAHEADOFPRINT,2023-01-18,01/18/2023,,May Chu; Judith Giri; Laura Pezzi; Rodrigo Cachay; Rosa  Margarita Gèlvez Ramirez; Adirana Tami; Sarah Bethencourt; Anylea Lozano; Julia Poje; Thomas Jaenisch,"Chu, M.; Giri, J.; Pezzi, L.; Cachay, R.; Gelvez Ramirez, R. M.; Tami, A.; Bethencourt, S.; Lozano, A.; Poje, J.; Jaenisch, T.",Colorado School of Public Health;; Colorado School of Public Health;; Aix-Marseille Universite;; Instituto de Medicina Tropical Alexander von Humboldt;; Fundación INFOVIDA;; University of Groningen: Rijksuniversiteit Groningen;; Universidad de Carabobo;; Universidad Industrial de Santander; Colorado School of Public Health;; Colorado School of Public Health;,"May Chu, Colorado School of Public Health;], [Judith Giri, Colorado School of Public Health;], [Laura Pezzi, Aix-Marseille Universite;], [Rodrigo Cachay, Instituto de Medicina Tropical Alexander von Humboldt;], [Rosa  Margarita Gèlvez Ramirez, Fundación INFOVIDA;], [Adirana Tami, University of Groningen: Rijksuniversiteit Groningen;], [Sarah Bethencourt, Universidad de Carabobo;], [Anylea Lozano, Universidad Industrial de Santander], [Julia Poje, Colorado School of Public Health;], [Thomas Jaenisch, Colorado School of Public Health;",NA,,,,,0
6,2023-01-19,,,,Manu Prakash,"Department of Bioengineering, Stanford University",bioRxiv,10.1101/2023.01.17.524456,,Energetics of the Microsporidian Polar Tube Invasion Machinery,http://www.biorxiv.org/content/10.1101/2023.01.17.524456v1,"Microsporidia are eukaryotic, obligate intracellular parasites that infect a wide range of hosts, leading to health and economic burdens worldwide. Microsporidia use an unusual invasion organelle called the polar tube (PT), which is ejected from a dormant spore at ultra-fast speeds, to infect host cells. The mechanics of PT ejection are impressive. Anncaliia algerae microsporidia spores (3-4 m in size) shoot out a 100-nm-wide PT at a speed of 300 m/sec, creating a shear rate of 3000 1/sec. The infectious cargo, which contains two nuclei, is shot through this narrow tube for a distance of ~60-140 m and into the host cell. Considering the large hydraulic resistance in an extremely thin tube and the low-Reynolds-number nature of the process, it is not known how microsporidia can achieve this ultrafast event. In this study, we use Serial Block-Face Scanning Electron Microscopy to capture 3-dimensional snapshots of A. algerae spores in different states of the PT ejection process. Grounded in these data, we propose a theoretical framework starting with a systematic exploration of possible topological connectivity amongst organelles, and assess the energy requirements of the resulting models. We perform PT firing experiments in media of varying viscosity, and use the results to rank our proposed hypotheses based on their predicted energy requirement, pressure and power. We also present a possible mechanism for cargo translocation, and quantitatively compare our predictions to experimental observations. Our study provides a comprehensive biophysical analysis of the energy dissipation of microsporidian infection process and demonstrates the extreme limits of cellular hydraulics.",,,biorxiv;2023.01.17.524456,1,new results,2023-01-18,01/18/2023,,Ray Chang; Ari Davydov; Pattana Jaroenlak; Breane Budaitis; Damian C. Ekiert; Gira Bhabha; Manu Prakash,"Chang, R.; Davydov, A.; Jaroenlak, P.; Budaitis, B.; Ekiert, D. C.; Bhabha, G.; Prakash, M.","Department of Bioengineering, Stanford University;; Department of Cell Biology, New York University School of Medicine;; Department of Biochemistry, Chulalongkorn University; Department of Cell Biology, New York University School of Medicine;; Department of Cell Biology, New York University School of Medicine;; Department of Cell Biology, New York University School of Medicine;; Department of Bioengineering, Stanford University;","Ray Chang, Department of Bioengineering, Stanford University;], [Ari Davydov, Department of Cell Biology, New York University School of Medicine;], [Pattana Jaroenlak, Department of Biochemistry, Chulalongkorn University], [Breane Budaitis, Department of Cell Biology, New York University School of Medicine;], [Damian C. Ekiert, Department of Cell Biology, New York University School of Medicine;], [Gira Bhabha, Department of Cell Biology, New York University School of Medicine;], [Manu Prakash, Department of Bioengineering, Stanford University;",NA,,,,,0
7,2023-01-19,Eran Mick,,,,,American journal of physiology. Lung cellular and molecular physiology,10.1152/ajplung.00278.2022,36648136.0,Plasma metabolic profiling implicates dysregulated lipid metabolism and glycolytic shift in hyperinflammatory ARDS.,https://pubmed.ncbi.nlm.nih.gov/36648136,"Using latent class analysis (LCA) of clinical and protein biomarkers, researchers have identified two phenotypes of the acute respiratory distress syndrome (ARDS) with divergent clinical trajectories and treatment responses. We investigated whether plasma metabolites differed amongst patients with LCA-derived hyperinflammatory and hypoinflammatory ARDS, and tested the prognostic utility of adding metabolic clusters to LCA phenotypes. We analyzed data from 93 ARDS patients with sepsis enrolled in a multi-center prospective cohort of critically ill patients, comparing 970 metabolites between the two LCA-derived phenotypes. 188 metabolites were differentially abundant between the two LCA-derived phenotypes. After adjusting for age, sex, confounding medications, and comorbid liver and kidney disease, 82 metabolites remained significantly different. Hyperinflammatory ARDS patients had reduced circulating lipids but high levels of pyruvate, lactate, and malate. Metabolic cluster and LCA-derived phenotypes were each significantly and independently associated with survival. Hyperinflammatory ARDS patients may be experiencing a glycolytic shift leading to dysregulated lipid metabolism. Metabolic profiling offers prognostic information beyond what is captured by LCA phenotypes alone. Deeper biologic profiling may identify key differences in pathogenesis among patients with ARDS and lead to novel targeted therapies.",ARDS; LCA; Metabolomics; Phenotyping; Precision medicine,,,,,2023-01-18,2023/01/17,2023/1/18,Narges Alipanah-Lechner; Lucile Neyton; Eran Mick; Andrew Willmore; Aleksandra Leligdowicz; Kévin Contrepois; Alejandra Jauregui; Hanjing Zhuo; Carolyn Hendrickson; Antonio Gomez; Pratik Sinha; Kirsten N Kangelaris; Kathleen D Liu; Michael A Matthay; Angela J Rogers; Carolyn S Calfee,,"Cardiovascular Research Institute, University of California San Francisco, San Francisco, CA, United States.; Department of Anesthesia, University of California San Francisco, San Francisco, CA, United States.; Cardiovascular Research Institute, University of California San Francisco, San Francisco, CA, United States.; Division of Nephrology, Department of Medicine, University of California San Francisco, San Francisco, CA, United States.; Cardiovascular Research Institute, University of California San Francisco, San Francisco, CA, United States.; Interdepartmental Division of Critical Care Medicine, Department of Medicine, University of Toronto, Toronto, ON, Canada.; Department of Genetics, Stanford University School of Medicine, Stanford, CA, United States.; Division of Clinical and Translational Research, Department of Medicine, Washington University School of Medicine, St. Louis, MO, United States.; Division of Critical Care, Department of Anesthesia, Washington University, St. Louis, MO, United States.; Division of Hospital Medicine, Department of Medicine, University of California San Francisco, San Francisco, CA, United States.; Division of Pulmonary and Critical Care, Department of Medicine, Stanford University, Stanford, CA, United States.; Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.; Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.; Department of Anesthesia, University of California San Francisco, San Francisco, CA, United States.; Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.; Division of Infectious Diseases, Department of Medicine, University of California San Francisco, San Francisco, CA, United States.; Chan Zuckerberg Biohub, San Francisco, CA, United States.; Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.; Division of Pulmonary and Critical Care Medicine, Department of Medicine, Zuckerberg San Francisco General Hospital, San Francisco, CA, United States.","Narges Alipanah-Lechner: Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.Lucile Neyton: Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.Eran Mick: Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.; Division of Infectious Diseases, Department of Medicine, University of California San Francisco, San Francisco, CA, United States.; Chan Zuckerberg Biohub, San Francisco, CA, United States.Andrew Willmore: Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.Aleksandra Leligdowicz: Cardiovascular Research Institute, University of California San Francisco, San Francisco, CA, United States.; Interdepartmental Division of Critical Care Medicine, Department of Medicine, University of Toronto, Toronto, ON, Canada.Kévin Contrepois: Department of Genetics, Stanford University School of Medicine, Stanford, CA, United States.Alejandra Jauregui: Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.Hanjing Zhuo: Cardiovascular Research Institute, University of California San Francisco, San Francisco, CA, United States.; Department of Anesthesia, University of California San Francisco, San Francisco, CA, United States.Carolyn Hendrickson: Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.; Division of Pulmonary and Critical Care Medicine, Department of Medicine, Zuckerberg San Francisco General Hospital, San Francisco, CA, United States.Antonio Gomez: Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.; Division of Pulmonary and Critical Care Medicine, Department of Medicine, Zuckerberg San Francisco General Hospital, San Francisco, CA, United States.Pratik Sinha: Division of Clinical and Translational Research, Department of Medicine, Washington University School of Medicine, St. Louis, MO, United States.; Division of Critical Care, Department of Anesthesia, Washington University, St. Louis, MO, United States.Kirsten N Kangelaris: Division of Hospital Medicine, Department of Medicine, University of California San Francisco, San Francisco, CA, United States.Kathleen D Liu: Cardiovascular Research Institute, University of California San Francisco, San Francisco, CA, United States.; Division of Nephrology, Department of Medicine, University of California San Francisco, San Francisco, CA, United States.Michael A Matthay: Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.; Department of Anesthesia, University of California San Francisco, San Francisco, CA, United States.Angela J Rogers: Division of Pulmonary and Critical Care, Department of Medicine, Stanford University, Stanford, CA, United States.Carolyn S Calfee: Division of Pulmonary, Critical Care, Allergy, and Sleep Medicine; Department of Medicine; University of California San Francisco, San Francisco, CA, United States.; Department of Anesthesia, University of California San Francisco, San Francisco, CA, United States.",,,,,,0
8,2023-01-19,Britt Koskella,,,,,Molecular ecology,10.1111/mec.16850,36651263.0,Genomic and phenotypic signatures of bacteriophage coevolution with the phytopathogen Pseudomonas syringae.,https://pubmed.ncbi.nlm.nih.gov/36651263,"The rate and trajectory of evolution in an obligate parasite is critically dependent on those of its host(s). Adaptation to a genetically homogeneous host population should theoretically result in specialization, while adaptation to an evolving host population (i.e., coevolution) can result in various outcomes including diversification, range expansion, and/or local adaptation. For viruses of bacteria (bacteriophages, or phages), our understanding of how evolutionary history of the bacterial host(s) impacts viral genotypic and phenotypic evolution is currently limited. In this study, we used whole genome sequencing and two different metrics of phage impacts to compare the genotypes and phenotypes of lytic phages that had either coevolved with or were repeatedly passaged on an unchanging (ancestral) strain of the phytopathogen Pseudomonas syringae. Genomes of coevolved phages had more mutations than those of phages passaged on a constant host, and most mutations were in genes encoding phage tail-associated proteins. Phages from both passaging treatments shared some phenotypic outcomes, including range expansion and divergence across replicate populations, but coevolved phages were more efficient at reducing population growth (particularly of sympatric coevolved hosts). Genotypic similarity correlated with infectivity profile similarity in coevolved phages, but not in phages passaged on the ancestral host. Overall, while adaptation to either host type (coevolving or ancestral) led to divergence in phage tail proteins and infectivity patterns, coevolution led to more rapid molecular changes that increased bacterial killing efficiency and had more predictable effects on infectivity range. Together, these results underscore the important role of hosts in driving viral evolution and in shaping the genotype-phenotype relationship.",bacteriophage evolution; evolutionary history; experimental evolution; genotype-phenotype relationship; plant pathogen,,,,,2023-01-19,2023/01/18,2023/1/19,Catherine A Hernandez; Véronique A Delesalle; Greg Krukonis; Jenna DeCurzio; Britt Koskella,,"Department of Biology, Angelo State University, San Angelo, TX, USA.; Department of Biology, Gettysburg College, Gettysburg, PA, USA.; Department of Integrative Biology, University of California, Berkeley, CA, USA.; Department of Integrative Biology, University of California, Berkeley, CA, USA.; Chan Zuckerberg Biohub, San Francisco, CA, USA.","Catherine A Hernandez: Department of Integrative Biology, University of California, Berkeley, CA, USA.Véronique A Delesalle: Department of Biology, Gettysburg College, Gettysburg, PA, USA.Greg Krukonis: Department of Biology, Angelo State University, San Angelo, TX, USA.Jenna DeCurzio: Department of Biology, Gettysburg College, Gettysburg, PA, USA.Britt Koskella: Department of Integrative Biology, University of California, Berkeley, CA, USA.; Chan Zuckerberg Biohub, San Francisco, CA, USA.",,,,,,0
9,2023-01-19,"Soh, H[yongsok]",,"Soh, Tom",Hyongsok Tom Soh; Jason Heikenfeld,"Department of Electrical Engineering, Stanford University, Stanford, CA, USA. tsoh@stanford.edu.; Department of Radiology, Stanford University, Stanford, CA, USA. tsoh@stanford.edu.Novel Device Laboratory, Department of Biomedical Engineering, University of Cincinnati, Cincinnati, OH, USA. heikenjc@ucmail.uc.edu.",Nature biomedical engineering,10.1038/s41551-022-00998-9,36658344.0,Opportunities and challenges in the diagnostic utility of dermal interstitial fluid.,https://pubmed.ncbi.nlm.nih.gov/36658344,"The volume of interstitial fluid (ISF) in the human body is three times that of blood. Yet, collecting diagnostically useful ISF is more challenging than collecting blood because the extraction of dermal ISF disrupts the delicate balance of pressure between ISF, blood and lymph, and because the triggered local inflammation further skews the concentrations of many analytes in the extracted fluid. In this Perspective, we overview the most meaningful differences in the make-up of ISF and blood, and discuss why ISF cannot be viewed generally as a diagnostically useful proxy for blood. We also argue that continuous sensing of small-molecule analytes in dermal ISF via rapid assays compatible with nanolitre sample volumes or via miniaturized sensors inserted into the dermis can offer clinically advantageous utility, particularly for the monitoring of therapeutic drugs and of the status of the immune system.",,,,,,2023-01-20,2023/01/19,2023/1/20,Mark Friedel; Ian A P Thompson; Gerald Kasting; Ronen Polsky; David Cunningham; Hyongsok Tom Soh; Jason Heikenfeld,,"Department of Chemistry and Physics, Southeast Missouri State University, Cape Girardeau, MO, USA.; Department of Electrical Engineering, Stanford University, Stanford, CA, USA.; Department of Electrical Engineering, Stanford University, Stanford, CA, USA. tsoh@stanford.edu.; Department of Radiology, Stanford University, Stanford, CA, USA. tsoh@stanford.edu.; Nano and Micro Sensors, Sandia National Laboratories, Albuquerque, NM, USA.; Novel Device Laboratory, Department of Biomedical Engineering, University of Cincinnati, Cincinnati, OH, USA.; Novel Device Laboratory, Department of Biomedical Engineering, University of Cincinnati, Cincinnati, OH, USA. heikenjc@ucmail.uc.edu.; The James L. Winkle College of Pharmacy, University of Cincinnati Academic Health Center, Cincinnati, OH, USA.","Mark Friedel: Novel Device Laboratory, Department of Biomedical Engineering, University of Cincinnati, Cincinnati, OH, USA.Ian A P Thompson: Department of Electrical Engineering, Stanford University, Stanford, CA, USA.Gerald Kasting: The James L. Winkle College of Pharmacy, University of Cincinnati Academic Health Center, Cincinnati, OH, USA.Ronen Polsky: Nano and Micro Sensors, Sandia National Laboratories, Albuquerque, NM, USA.David Cunningham: Department of Chemistry and Physics, Southeast Missouri State University, Cape Girardeau, MO, USA.Hyongsok Tom Soh: Department of Electrical Engineering, Stanford University, Stanford, CA, USA. tsoh@stanford.edu.; Department of Radiology, Stanford University, Stanford, CA, USA. tsoh@stanford.edu.Jason Heikenfeld: Novel Device Laboratory, Department of Biomedical Engineering, University of Cincinnati, Cincinnati, OH, USA. heikenjc@ucmail.uc.edu.",,,,,,0
10,2023-01-19,"Xu, Ke",,"Xu, Ke",,,Thrombosis and haemostasis,10.1055/a-2015-8597,36657470.0,Recurrent thrombosis and bleeding in patients with cancer associated VTE receiving anticoagulation: are these modifiable risk factors for mortality?,https://pubmed.ncbi.nlm.nih.gov/36657470,"Patients with cancer associated venous thromboembolism (VTE) have a higher risk of recurrent VTE than those without cancer and require long-term anticoagulation, but these patients are also at higher risk of anticoagulant-related bleeding because of the frequent presence of disease- or treatment-related predispositions for bleeding.",,,,,,2023-01-20,2023/01/19,2023/1/20,Noel Chan; Ke Xu,,"Hematology and Thromboembolism, McMaster University Department of Medicine, Hamilton, Canada.; Shanghai Chest Hospital, Shanghai, China.","Noel Chan: Hematology and Thromboembolism, McMaster University Department of Medicine, Hamilton, Canada.Ke Xu: Shanghai Chest Hospital, Shanghai, China.",,,,,,0
