record id,save datetime,biohub author,possible biohub author,format biohub author,corresponding author,corresponding author institution,journal,doi,pmid,title,url,abstract,keyword,pdf url,version,version number,type,date,epost date,publish date,authors,authors2,affiliations list,author - affiliations,published or not,confirm published doi,confirm preprint doi,possible match result,match id,record change number
1,2023-01-12,Anthea Mitchell; Chung Yu Wang; Joseph L DeRisi,,"Greenhouse, Bryan; DeRisi, Joe; Greenhouse, Bryan; DeRisi, Joe; Greenhouse, Bryan; DeRisi, Joe; Greenhouse, Bryan; DeRisi, Joe; Greenhouse, Bryan; DeRisi, Joe; Greenhouse, Bryan; DeRisi, Joe; Greenhouse, Bryan; DeRisi, Joe; Greenhouse, Bryan; DeRisi, Joe; Greenhouse, Bryan; DeRisi, Joe",,,The Journal of infectious diseases,10.1093/infdis/jiac372,36089700.0,"Low Prevalence of Interferon α Autoantibodies in People Experiencing Symptoms of Post-Coronavirus Disease 2019 (COVID-19) Conditions, or Long COVID.",https://pubmed.ncbi.nlm.nih.gov/36089700,"Interferon (IFN)-specific autoantibodies have been implicated in severe coronavirus disease 2019 (COVID-19) and have been proposed as a potential driver of the persistent symptoms characterizing ""long COVID,"" a type of postacute sequelae of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. We report that only 2 of 215 participants with convalescent SARS-CoV-2 infection tested over 394 time points, including 121 people experiencing long COVID symptoms, had detectable IFN-α2 antibodies. Both had been hospitalized during the acute phase of the infection. These data suggest that persistent anti-IFN antibodies, although a potential driver of severe COVID-19, are unlikely to contribute to long COVID symptoms in the postacute phase of the infection.",COVID-19; autoimmunity; long COVID; post-COVID conditions; postacute sequalae of SARS-CoV-2 infection,,,,,2022-09-13,,2022/9/13,Michael J Peluso; Anthea Mitchell; Chung Yu Wang; Saki Takahashi; Rebecca Hoh; Viva Tai; Matthew S Durstenfeld; Priscilla Y Hsue; J Daniel Kelly; Jeffrey N Martin; Michael R Wilson; Bryan Greenhouse; Steven G Deeks; Joseph L DeRisi; Timothy J Henrich,,"Chan Zuckerberg Biohub, San Francisco, California, USA.; Department of Epidemiology and Biostatistics, University of California, San Francisco, California, USA.; Department of Neurology, University of California, San Francisco, California, USA.; Division of Cardiology, University of California, San Francisco, California, USA.; Division of Experimental Medicine, University of California, San Francisco, California, USA.; Division of HIV, Infectious Diseases, and Global Medicine, University of California, San Francisco, California, USA.","Michael J Peluso: Division of HIV, Infectious Diseases, and Global Medicine, University of California, San Francisco, California, USA.Anthea Mitchell: Chan Zuckerberg Biohub, San Francisco, California, USA.Chung Yu Wang: Chan Zuckerberg Biohub, San Francisco, California, USA.Saki Takahashi: Division of HIV, Infectious Diseases, and Global Medicine, University of California, San Francisco, California, USA.Rebecca Hoh: Division of HIV, Infectious Diseases, and Global Medicine, University of California, San Francisco, California, USA.Viva Tai: Division of HIV, Infectious Diseases, and Global Medicine, University of California, San Francisco, California, USA.Matthew S Durstenfeld: Division of Cardiology, University of California, San Francisco, California, USA.Priscilla Y Hsue: Division of Cardiology, University of California, San Francisco, California, USA.J Daniel Kelly: Department of Epidemiology and Biostatistics, University of California, San Francisco, California, USA.Jeffrey N Martin: Department of Epidemiology and Biostatistics, University of California, San Francisco, California, USA.Michael R Wilson: Department of Neurology, University of California, San Francisco, California, USA.Bryan Greenhouse: Division of HIV, Infectious Diseases, and Global Medicine, University of California, San Francisco, California, USA.Steven G Deeks: Division of HIV, Infectious Diseases, and Global Medicine, University of California, San Francisco, California, USA.Joseph L DeRisi: Chan Zuckerberg Biohub, San Francisco, California, USA.Timothy J Henrich: Division of Experimental Medicine, University of California, San Francisco, California, USA.",,,,,,0
2,2023-01-12,Daniel A Fletcher,,"Fletcher, Dan; Fletcher, Dan; Fletcher, Dan",,,The American journal of tropical medicine and hygiene,10.4269/ajtmh.22-0527,36509050.0,"High Sensitivity of Mobile Phone Microscopy Screening for Schistosoma haematobium in Azaguié, Côte d'Ivoire.",https://pubmed.ncbi.nlm.nih.gov/36509050,"Schistosomiasis infections continue to impact African settings disproportionately, and there is an urgent need for novel tools to evaluate infection control and elimination strategies at the community level. Mobile phone microscopes are portable and semiautomated devices with multiple applications for screening neglected tropical diseases. In a community-based schistosomiasis screening program in Azaguié, Côte d'Ivoire, mobile phone microscopy demonstrated a sensitivity of 85.7% (95% CI: 69.7-95.2%) and specificity of 93.3% (95% CI: 87.7-96.9%) for Schistosoma haematobium identification compared with conventional light microscopy, and 95% sensitivity (95% CI: 74.1-99.8%) with egg concentrations of five or more per 10 mL of urine. Mobile phone microscopy is a promising tool for schistosomiasis control and elimination efforts.",,,,,,2022-12-13,2022/12/12,2022/12/13,Jean T Coulibaly; Kigbafori D Silue; Maxim Armstrong; María Díaz de León Derby; Michael V D'Ambrosio; Daniel A Fletcher; Jennifer Keiser; Karla Fisher; Jason R Andrews; Isaac I Bogoch,,"Department of Bioengineering, University of California, Berkeley, Berkeley, California.; Department of Bioengineering, University of California, Berkeley, Berkeley, California.; Biological Systems and Engineering Division, Lawrence Berkeley National Laboratory, University of California, Berkeley, Berkeley, California.; Chan Zuckerberg Biohub, San Francisco, California.; Division of Infectious Diseases and Geographic Medicine, Stanford University School of Medicine, Stanford, California.; Divisions of General Internal Medicine and Infectious Diseases, Toronto General Hospital, University Health Network, Toronto, Canada.; Divisions of General Internal Medicine and Infectious Diseases, Toronto General Hospital, University Health Network, Toronto, Canada.; Department of Medicine, University of Toronto, Toronto, Canada.; Swiss Tropical and Public Health Institute, Allschwil, Switzerland.; University of Basel, Basel, Switzerland.; Unité de Formation et de Recherche Biosciences, Université Félix Houphouët-Boigny, Abidjan, Côte d'Ivoire.; Centre Suisse de Recherches Scientifiques en Côte d'Ivoire, Abidjan, Côte d'Ivoire.","Jean T Coulibaly: Unité de Formation et de Recherche Biosciences, Université Félix Houphouët-Boigny, Abidjan, Côte d'Ivoire.; Centre Suisse de Recherches Scientifiques en Côte d'Ivoire, Abidjan, Côte d'Ivoire.Kigbafori D Silue: Unité de Formation et de Recherche Biosciences, Université Félix Houphouët-Boigny, Abidjan, Côte d'Ivoire.; Centre Suisse de Recherches Scientifiques en Côte d'Ivoire, Abidjan, Côte d'Ivoire.Maxim Armstrong: Department of Bioengineering, University of California, Berkeley, Berkeley, California.María Díaz de León Derby: Department of Bioengineering, University of California, Berkeley, Berkeley, California.Michael V D'Ambrosio: Department of Bioengineering, University of California, Berkeley, Berkeley, California.Daniel A Fletcher: Department of Bioengineering, University of California, Berkeley, Berkeley, California.; Biological Systems and Engineering Division, Lawrence Berkeley National Laboratory, University of California, Berkeley, Berkeley, California.; Chan Zuckerberg Biohub, San Francisco, California.Jennifer Keiser: Swiss Tropical and Public Health Institute, Allschwil, Switzerland.; University of Basel, Basel, Switzerland.Karla Fisher: Divisions of General Internal Medicine and Infectious Diseases, Toronto General Hospital, University Health Network, Toronto, Canada.Jason R Andrews: Division of Infectious Diseases and Geographic Medicine, Stanford University School of Medicine, Stanford, California.Isaac I Bogoch: Divisions of General Internal Medicine and Infectious Diseases, Toronto General Hospital, University Health Network, Toronto, Canada.; Department of Medicine, University of Toronto, Toronto, Canada.",,,,,,0
3,2023-01-12,"Brown, J[ames]",,,,,"Journal of speech, language, and hearing research : JSLHR",10.1044/2022_JSLHR-22-00298,36538505.0,Eye Fixation Behaviors and Processing Time of People With Aphasia and Neurotypical Adults When Reading Narratives With and Without Text-to-Speech Support.,https://pubmed.ncbi.nlm.nih.gov/36538505,Researchers have used eye-tracking technology to investigate eye movements in neurotypical adults (NAs) when reading. The technology can provide comparable information about people with aphasia (PWA). Eye fixations occurring when PWA do and do not have access to text-to-speech (TTS) technology are of interest because the support improves reading comprehension and decreases processing time for at least some PWA.,,,,,,2022-12-21,2022/12/20,2022/12/21,Kelly Knollman-Porter; Andrew Bevelhimer; Karen Hux; Sarah E Wallace; Michael R Hughes; Jessica A Brown,,"Department of Communication Science and Disorders, University of Pittsburgh, PA.; Department of Speech Pathology and Audiology, Miami University, Oxford, OH.; Department of Statistics, Miami University, Oxford, OH.; Olentangy Schools, Columbus, OH.; Quality Living, Inc., Omaha, NE.","Kelly Knollman-Porter: Department of Speech Pathology and Audiology, Miami University, Oxford, OH.Andrew Bevelhimer: Department of Speech Pathology and Audiology, Miami University, Oxford, OH.Karen Hux: Quality Living, Inc., Omaha, NE.Sarah E Wallace: Department of Communication Science and Disorders, University of Pittsburgh, PA.Michael R Hughes: Department of Statistics, Miami University, Oxford, OH.Jessica A Brown: Olentangy Schools, Columbus, OH.",,,,,,0
4,2023-01-12,"Yu, Bin",,"Yu, Bin",,,Journal of medicinal chemistry,10.1021/acs.jmedchem.2c01324,36537915.0,Structural and Functional Landscape of FAD-Dependent Histone Lysine Demethylases for New Drug Discovery.,https://pubmed.ncbi.nlm.nih.gov/36537915,"Small molecules targeting the flavin adenine dinucleotide (FAD)-dependent histone lysine demethylase LSD family have displayed therapeutic promise against various diseases. Nine clinical candidates targeting the classic demethylase-dependent functions of the LSD family are currently being investigated for treating cancers, neurodegenerative diseases, etc. Moreover, targeting noncatalytic functions of LSDs also represents an emerging strategy for treating human diseases. In this Perspective, we provide full structural and functional landscape of the LSD family and action modes of different types of LSD inhibitors including natural products, peptides, and synthetic compounds, aiming to reveal new druggable space for the design of new LSD inhibitors. Particularly, we first classify these inhibitors into three types based on their unique binding modes. Additionally, the strategies targeting the demethylase-independent functions of LSDs are also briefly discussed. This Perspective may benefit the discovery of new LSD inhibitors for probing LSD biology and/or treating human diseases.",,,,,,2022-12-21,2022/12/20,2022/12/21,Yihui Song; Shu Wang; Bin Yu,,"School of Pharmaceutical Sciences, Zhengzhou University, Zhengzhou 450001, China.","Yihui Song: School of Pharmaceutical Sciences, Zhengzhou University, Zhengzhou 450001, China.Shu Wang: School of Pharmaceutical Sciences, Zhengzhou University, Zhengzhou 450001, China.Bin Yu: School of Pharmaceutical Sciences, Zhengzhou University, Zhengzhou 450001, China.",,,,,,0
5,2023-01-12,"Huang, Bo",,"Huang, Bo",,,Journal of medicinal chemistry,10.1021/acs.jmedchem.2c01459,36571278.0,Inhibition of the Ubiquitin Transfer Cascade by a Peptidomimetic Foldamer Mimicking the E2 N-Terminal Helix.,https://pubmed.ncbi.nlm.nih.gov/36571278,"The enzymatic cascades for ubiquitin transfer regulate key cellular processes and are the intense focus of drug development for treating cancer and neurodegenerative diseases. E1 is at the apex of the UB transfer cascade, and molecules inhibiting E1 have shown promising activities against cancer cell proliferation. Compared to small molecules, peptidomimetics have emerged as powerful tools to disrupt the protein-protein interactions (PPI) with less drug resistance and high stability in the cell. Herein, we harnessed the D-sulfono-γ-AA peptide to mimic the N-terminal helix of E2 and thereby inhibit E1-E2 interaction. Two stapled peptidomimetics, ",,,,,,2022-12-27,2022/12/26,2022/12/27,Li Zhou; In Ho Jeong; Songyi Xue; Menglin Xue; Lei Wang; Sihao Li; Ruochuan Liu; Geon Ho Jeong; Xiaoyu Wang; Jianfeng Cai; Jun Yin; Bo Huang,,"Department of Chemistry and Center for Diagnostics & Therapeutics, Georgia State University, Atlanta, Georgia30303, United States.; Department of Chemistry, University of South Florida, Tampa, Florida33620, United States.","Li Zhou: Department of Chemistry and Center for Diagnostics & Therapeutics, Georgia State University, Atlanta, Georgia30303, United States.In Ho Jeong: Department of Chemistry and Center for Diagnostics & Therapeutics, Georgia State University, Atlanta, Georgia30303, United States.Songyi Xue: Department of Chemistry, University of South Florida, Tampa, Florida33620, United States.Menglin Xue: Department of Chemistry, University of South Florida, Tampa, Florida33620, United States.Lei Wang: Department of Chemistry, University of South Florida, Tampa, Florida33620, United States.Sihao Li: Department of Chemistry, University of South Florida, Tampa, Florida33620, United States.Ruochuan Liu: Department of Chemistry and Center for Diagnostics & Therapeutics, Georgia State University, Atlanta, Georgia30303, United States.Geon Ho Jeong: Department of Chemistry and Center for Diagnostics & Therapeutics, Georgia State University, Atlanta, Georgia30303, United States.Xiaoyu Wang: Department of Chemistry and Center for Diagnostics & Therapeutics, Georgia State University, Atlanta, Georgia30303, United States.Jianfeng Cai: Department of Chemistry, University of South Florida, Tampa, Florida33620, United States.Jun Yin: Department of Chemistry and Center for Diagnostics & Therapeutics, Georgia State University, Atlanta, Georgia30303, United States.Bo Huang: Department of Chemistry, University of South Florida, Tampa, Florida33620, United States.",,,,,,0
6,2023-01-12,Markita P Landry,,"Landry, Markita; Landry, Markita; Landry, Markita; Landry, Markita",,,ACS nano,10.1021/acsnano.2c09249,36573831.0,The Issue of Reliability and Repeatability of Analytical Measurement in Industrial and Academic Nanomedicine.,https://pubmed.ncbi.nlm.nih.gov/36573831,The issue of reliability and repeatability of data in the nanomedicine literature is a growing concern among stakeholders. This perspective discusses the key differences between academia and industry in the reproducibility of data acquisition and protocols in the field of nanomedicine. We also discuss what academic researchers can learn from systems implemented in industry to standardize data acquisition and in which ways these can be efficiently adopted by the academic community.,"nanomedicine; repeatability, medical devices, quality control, good manufacturing practice; reproducibility; standards",,,,,2022-12-28,2022/12/27,2022/12/28,Shahriar Sharifi; Nigel Reuel; Nathaniel Kallmyer; Ethan Sun; Markita P Landry; Morteza Mahmoudi,,"Department of Chemical and Biological Engineering, Iowa State University, Ames, Iowa 50011, United States.; Zymosense Inc., Ames, Iowa 50010, United States.; Department of Chemical and Biomolecular Engineering, University of California, Berkeley, Berkeley, California 94720, United States.; Department of Chemical and Biomolecular Engineering, University of California, Berkeley, Berkeley, California 94720, United States.; Innovative Genomics Institute, Berkeley, California 94720, United States.; California Institute for Quantitative Biosciences, University of California, Berkeley, Berkeley, California 94720, United States.; Chan Zuckerberg Biohub, San Francisco, California 94158, United States.; Department of Radiology and Precision Health Program, Michigan State University, East Lansing, Michigan 48824, United States.; Zymosense Inc., Ames, Iowa 50010, United States.","Shahriar Sharifi: Department of Radiology and Precision Health Program, Michigan State University, East Lansing, Michigan 48824, United States.Nigel Reuel: Department of Chemical and Biological Engineering, Iowa State University, Ames, Iowa 50011, United States.; Zymosense Inc., Ames, Iowa 50010, United States.Nathaniel Kallmyer: Zymosense Inc., Ames, Iowa 50010, United States.Ethan Sun: Department of Chemical and Biomolecular Engineering, University of California, Berkeley, Berkeley, California 94720, United States.Markita P Landry: Department of Chemical and Biomolecular Engineering, University of California, Berkeley, Berkeley, California 94720, United States.; Innovative Genomics Institute, Berkeley, California 94720, United States.; California Institute for Quantitative Biosciences, University of California, Berkeley, Berkeley, California 94720, United States.; Chan Zuckerberg Biohub, San Francisco, California 94158, United States.Morteza Mahmoudi: Department of Radiology and Precision Health Program, Michigan State University, East Lansing, Michigan 48824, United States.",,,,,,0
7,2023-01-12,"Yu, Bin",,"Yu, Bin",,,Journal of medicinal chemistry,10.1021/acs.jmedchem.2c02028,36580346.0,Structure-Based Design of the Indole-Substituted Triazolopyrimidines as New EED-H3K27me3 Inhibitors for the Treatment of Lymphoma.,https://pubmed.ncbi.nlm.nih.gov/36580346,"Interrupting the embryonic ectoderm development (EED)-H3K27me3 interaction represents a promising strategy to allosterically inhibit polycomb repressive complex 2 (PRC2) for cancer therapy. In this work, we report the structure-based design of new triazolopyrimidine-based EED inhibitors, which structurally feature the electron-rich indole ring at the C8 position. Particularly, ZJH-16 directly binds to EED (HTRF IC",,,,,,2022-12-30,2022/12/29,2022/12/30,Guanjun Dong; Jiahui Zuo; Junlin Yu; Jiale Xu; Ge Gao; Guo-Bo Li; Wen Zhao; Bin Yu,,"Key Laboratory of Drug Targeting and Drug Delivery System of Ministry of Education, Department of Medicinal Chemistry, West China School of Pharmacy, Sichuan University, Chengdu610041, China.; State Key Laboratory of Esophageal Cancer Prevention and Treatment and School of Pharmaceutical Sciences, Zhengzhou University, Zhengzhou450001, China.","Guanjun Dong: State Key Laboratory of Esophageal Cancer Prevention and Treatment and School of Pharmaceutical Sciences, Zhengzhou University, Zhengzhou450001, China.Jiahui Zuo: State Key Laboratory of Esophageal Cancer Prevention and Treatment and School of Pharmaceutical Sciences, Zhengzhou University, Zhengzhou450001, China.Junlin Yu: Key Laboratory of Drug Targeting and Drug Delivery System of Ministry of Education, Department of Medicinal Chemistry, West China School of Pharmacy, Sichuan University, Chengdu610041, China.Jiale Xu: State Key Laboratory of Esophageal Cancer Prevention and Treatment and School of Pharmaceutical Sciences, Zhengzhou University, Zhengzhou450001, China.Ge Gao: State Key Laboratory of Esophageal Cancer Prevention and Treatment and School of Pharmaceutical Sciences, Zhengzhou University, Zhengzhou450001, China.Guo-Bo Li: Key Laboratory of Drug Targeting and Drug Delivery System of Ministry of Education, Department of Medicinal Chemistry, West China School of Pharmacy, Sichuan University, Chengdu610041, China.Wen Zhao: State Key Laboratory of Esophageal Cancer Prevention and Treatment and School of Pharmaceutical Sciences, Zhengzhou University, Zhengzhou450001, China.Bin Yu: State Key Laboratory of Esophageal Cancer Prevention and Treatment and School of Pharmaceutical Sciences, Zhengzhou University, Zhengzhou450001, China.",,,,,,0
8,2023-01-12,Adam Frost,,"Frost, Adam; Frost, Adam; Frost, Adam",Michael Grabe; Adam Frost,"Department of Pharmaceutical Chemistry, University of California San Francisco, San Francisco, CA, USA. michael.grabe@ucsf.edu.; Cardiovascular Research Institute, University of California San Francisco (UCSF), San Francisco, CA, USA. michael.grabe@ucsf.edu.Department of Biochemistry and Biophysics, University of California San Francisco, San Francisco, CA, USA. afrost@altoslabs.com.; Chan Zuckerberg Biohub, San Francisco, CA, USA. afrost@altoslabs.com.; Department of Biochemistry, University of Utah, Salt Lake City, UT, USA. afrost@altoslabs.com.; Altos Labs, Redwood City, CA, USA. afrost@altoslabs.com.",Nature structural & molecular biology,10.1038/s41594-022-00898-1,36624348.0,Brominated lipid probes expose structural asymmetries in constricted membranes.,https://pubmed.ncbi.nlm.nih.gov/36624348,"Lipids in biological membranes are thought to be functionally organized, but few experimental tools can probe nanoscale membrane structure. Using brominated lipids as contrast probes for cryo-EM and a model ESCRT-III membrane-remodeling system composed of human CHMP1B and IST1, we observed leaflet-level and protein-localized structural lipid patterns within highly constricted and thinned membrane nanotubes. These nanotubes differed markedly from protein-free, flat bilayers in leaflet thickness, lipid diffusion rates and lipid compositional and conformational asymmetries. Simulations and cryo-EM imaging of brominated stearoyl-docosahexanenoyl-phosphocholine showed how a pair of phenylalanine residues scored the outer leaflet with a helical hydrophobic defect where polyunsaturated docosahexaenoyl tails accumulated at the bilayer surface. Combining cryo-EM of halogenated lipids with molecular dynamics thus enables new characterizations of the composition and structure of membranes on molecular length scales.",,,,,,2023-01-10,2023/01/09,2023/1/10,Frank R Moss; James Lincoff; Maxwell Tucker; Arshad Mohammed; Michael Grabe; Adam Frost,,"Department of Biochemistry and Biophysics, University of California San Francisco, San Francisco, CA, USA. afrost@altoslabs.com.; Chan Zuckerberg Biohub, San Francisco, CA, USA. afrost@altoslabs.com.; Department of Biochemistry, University of Utah, Salt Lake City, UT, USA. afrost@altoslabs.com.; Altos Labs, Redwood City, CA, USA. afrost@altoslabs.com.; Department of Biochemistry and Biophysics, University of California San Francisco, San Francisco, CA, USA.; SLAC National Accelerator Laboratory, Menlo Park, CA, USA.; Altos Labs, Redwood City, CA, USA.; Department of Biochemistry and Biophysics, University of California San Francisco, San Francisco, CA, USA.; University of California Berkeley, Berkeley, CA, USA.; Altos Labs, Redwood City, CA, USA.; Department of Pharmaceutical Chemistry, University of California San Francisco, San Francisco, CA, USA. michael.grabe@ucsf.edu.; Cardiovascular Research Institute, University of California San Francisco (UCSF), San Francisco, CA, USA. michael.grabe@ucsf.edu.; Department of Pharmaceutical Chemistry, University of California San Francisco, San Francisco, CA, USA.; Cardiovascular Research Institute, University of California San Francisco (UCSF), San Francisco, CA, USA.","Frank R Moss: Department of Biochemistry and Biophysics, University of California San Francisco, San Francisco, CA, USA.; SLAC National Accelerator Laboratory, Menlo Park, CA, USA.; Altos Labs, Redwood City, CA, USA.James Lincoff: Department of Pharmaceutical Chemistry, University of California San Francisco, San Francisco, CA, USA.; Cardiovascular Research Institute, University of California San Francisco (UCSF), San Francisco, CA, USA.Maxwell Tucker: Department of Pharmaceutical Chemistry, University of California San Francisco, San Francisco, CA, USA.; Cardiovascular Research Institute, University of California San Francisco (UCSF), San Francisco, CA, USA.Arshad Mohammed: Department of Biochemistry and Biophysics, University of California San Francisco, San Francisco, CA, USA.; University of California Berkeley, Berkeley, CA, USA.; Altos Labs, Redwood City, CA, USA.Michael Grabe: Department of Pharmaceutical Chemistry, University of California San Francisco, San Francisco, CA, USA. michael.grabe@ucsf.edu.; Cardiovascular Research Institute, University of California San Francisco (UCSF), San Francisco, CA, USA. michael.grabe@ucsf.edu.Adam Frost: Department of Biochemistry and Biophysics, University of California San Francisco, San Francisco, CA, USA. afrost@altoslabs.com.; Chan Zuckerberg Biohub, San Francisco, CA, USA. afrost@altoslabs.com.; Department of Biochemistry, University of Utah, Salt Lake City, UT, USA. afrost@altoslabs.com.; Altos Labs, Redwood City, CA, USA. afrost@altoslabs.com.",,,,,,0
9,2023-01-12,Juan M. Sanchez,,,Tatyana Golovkina,University of Chicago,bioRxiv,10.1101/2023.01.10.523497,,Retroviral infection and commensal bacteria dependently alter the metabolomic profile in a sterile organ,http://www.biorxiv.org/content/10.1101/2023.01.10.523497v1,"Both viruses and bacteria produce pathogen associated molecular patterns that may affect microbial pathogenesis and anti-microbial responses. Additionally, bacteria produce metabolites while viruses could change metabolic profiles of the infected cells. Here, we used an unbiased metabolomics approach to profile metabolites in spleens and blood of Murine Leukemia Virus-infected mice monocolonized with Lactobacillus murinus to show that viral infection significantly changes the metabolite profile of monocolonized mice. We hypothesize that these changes could contribute to viral pathogenesis or to the host response against the virus and thus, open a new avenue for future investigations.",,,biorxiv;2023.01.10.523497,1,new results,2023-01-11,01/11/2023,,Jessica Spring; Vera Beilinson; Brian C. DeFelice; Juan M. Sanchez; Michael Fischbach; Alexander Chervonsky; Tatyana Golovkina,"Spring, J.; Beilinson, V.; DeFelice, B. C.; Sanchez, J. M.; Fischbach, M.; Chervonsky, A.; Golovkina, T.",University of Chicago;; University of Chicago;; Chan Zuckerberg Biohub;; Chan Zuckerberg Biohub;; Stanford University; University of Chicago;; University of Chicago;,"Jessica Spring, University of Chicago;], [Vera Beilinson, University of Chicago;], [Brian C. DeFelice, Chan Zuckerberg Biohub;], [Juan M. Sanchez, Chan Zuckerberg Biohub;], [Michael Fischbach, Stanford University], [Alexander Chervonsky, University of Chicago;], [Tatyana Golovkina, University of Chicago;",NA,,,,,0
10,2023-01-12,Ellen Yeh,,"Yeh, Ellen; Yeh, Ellen; Yeh, Ellen; Yeh, Ellen",,,mBio,10.1128/mbio.03642-21,36625582.0,Structure-Function Relationship for a Divergent Atg8 Protein Required for a Nonautophagic Function in Apicomplexan Parasites.,https://pubmed.ncbi.nlm.nih.gov/36625582,"Atg8 family proteins are highly conserved eukaryotic proteins with diverse autophagy and nonautophagic functions in eukaryotes. While the structural features required for conserved autophagy functions of Atg8 are well established, little is known about the molecular changes that facilitated acquisition of divergent, nonautophagic functions of Atg8. The malaria parasite Plasmodium falciparum offers a unique opportunity to study nonautophagic functions of Atg8 family proteins because it encodes a single Atg8 homolog whose only essential function is in the inheritance of an unusual secondary plastid called the apicoplast. Here, we used functional complementation to investigate the structure-function relationship for this divergent Atg8 protein. We showed that the LC3-interacting region (LIR) docking site (LDS), the major interaction interface of the Atg8 protein family, is required for P. falciparum Atg8 (",Atg8; Plasmodium; Toxoplasma; apicomplexan parasites; apicoplast; malaria; nonautophagic function of Atg8,,,,,2023-01-11,2023/01/10,2023/1/11,Marta Walczak; Thomas R Meister; Hoa Mai Nguyen; Yili Zhu; Sébastien Besteiro; Ellen Yeh,,"Department of Molecular and Cellular Physiology, Stanford School of Medicine, Stanford, California, USA.; Department of Pathology, Stanford School of Medicine, Stanford, California, USA.; Department of Pathology, Stanford School of Medicine, Stanford, California, USA.; Department of Microbiology & Immunology, Stanford School of Medicine, Stanford, California, USA.; Chan Zuckerberg Biohub, San Francisco, California, USA.; LPHI UMR5235, University of Montpellier, CNRS, Montpellier, France.","Marta Walczak: Department of Pathology, Stanford School of Medicine, Stanford, California, USA.Thomas R Meister: Department of Molecular and Cellular Physiology, Stanford School of Medicine, Stanford, California, USA.Hoa Mai Nguyen: LPHI UMR5235, University of Montpellier, CNRS, Montpellier, France.Yili Zhu: Department of Pathology, Stanford School of Medicine, Stanford, California, USA.Sébastien Besteiro: LPHI UMR5235, University of Montpellier, CNRS, Montpellier, France.Ellen Yeh: Department of Pathology, Stanford School of Medicine, Stanford, California, USA.; Department of Microbiology & Immunology, Stanford School of Medicine, Stanford, California, USA.; Chan Zuckerberg Biohub, San Francisco, California, USA.",,,,,,0
